%# net.balmeyer.qno.dico.DictionaryCSV					
texte	type	groupe	pluriel	feminin	femininpluriel
corrosif	nm				
corrosion	nf				
corrupteur	nm				
corruptible	adj				
corruption	nf				
corsage	nm				
corsaire	nm				
corse	nm				
corsé	adj				
corser	v				
corset	nm				
corseter	v				
cortège	nm				
cortex	nm				
cortisone	nf				
corvéable	adj				
corvée	nf				
corvette	nf				
coryza	nm				
cos	null				
cosaque	nm				
cosinus	nm				
-cosme	null				
cosmétique	nm				
cosmétologie	nf				
cosmique	adj				
cosmo-	null				
cosmologie	nf				
cosmonaute	nm				
cosmopolite	adj				
cosmos	nm				
cosse	nf				
cossu	adj				
costaud	nm				
costume	nm				
costumé	adj				
costumer	v				
costumier	nm				
cotation	nf				
cote	nf				
cote	nf				
cote	nm				
coteau	nm				
cotelé	adj				
cotelette	nf				
coter	v				
coterie	nf				
cothurne	nm				
cotier	adj				
cotillon	nm				
cotisation	nf				
cotiser	vi				
coton	nm				
cotonnade	nf				
cotonner (se)	null				
cotonnier	nm				
coton-tige	nm				
cotoyer	v				
cottage	nm				
cotte	nf				
cotylédon	nm				
cou	nm				
couard	nm				
couardise	nf				
couchage	nm				
couchant	nm				
couchant	adj				
couche	nf				
couche-culotte	nf				
coucher	v				
coucher	nm				
couche-tard	nm				
couche-tôt	nm				
couchette	nf				
coucheur	nm				
couci-couça	adj				
coucou	nm				
coude	nm				
coudée	nf				
cou-de-pied	nm				
couder	v				
coudoyer	v				
coudre	v				
coudrier	nm				
couenne	nf				
couette	nf				
couffin	nm				
couguar	nm				
couille	nf				
couillon	nm				
couinement	nm				
couiner	vi				
coulage	nm				
coulant	nm				
coulée	nf				
couler	v				
couleur	nf				
couleuvre	nf				
coulis	nm				
coulissant	adj				
coulisse	nf				
coulisser	v				
couloir	nm				
coulomb	null				
coulommiers	nm				
coup	nm				
coupable	nm				
coupage	nm				
coupant	adj				
coup de main	nm				
coup de poing	nm				
coup-de-poing	nm				
coupe	nf				
coupé	nm				
coupe-	null				
coupe-cigare(s)	nm				
coupe-circuit	nm				
coupe-coupe	nm				
coupée	nf				
coupe-faim	nm				
coupe-feu	nm				
coupe-file	nm				
coupe-gorge	nm				
coupe-jarret	nm				
coupelle	nf				
coupe-ongles	nm				
coupe-papier	nm				
couper	v				
couperet	nm				
couperose	nf				
couperosé	adj				
coupe-vent	nm				
couplage	nm				
couple	nm				
couplé	adj				
coupler	v				
couplet	nm				
coupole	nf				
coupon	nm				
coupon-réponse	nm				
coupure	nf				
cour	nf				
courage	nm				
courageusement	adj				
courageux	adj				
couramment	adj				
courant	nm				
courant alternatif	nm				
courant continu	nm				
courbatu	adj				
courbature	nf				
courbaturé	adj				
courbaturer	v				
courbe	nf				
courber	v				
courbette	nf				
courbure	nf				
courette	nf				
coureur	nm				
courge	nf				
courgette	nf				
courir	v				
couronne	nf				
couronné	adj				
couronnement	nm				
couronner	v				
courre	v				
courrier	nm				
courrier d'entreprise à distribution exceptionnelle	null				
courriériste	nm				
courroie	nf				
courroucer	v				
courroux	nm				
cours	nm				
course	nf				
coursier	nm				
coursive	nf				
court	nm				
courtage	nm				
court-bouillon	nm				
court-circuit	nm				
court-circuiter	v				
courtepointe	nf				
courtier	nm				
courtisan	nm				
courtiser	v				
court(-)métrage	nm				
courtois	adj				
courtoisie	nf				
court-vêtu	adj				
couru	adj				
couscous	nm				
cousin	nm				
coussin	nm				
coussinet	nm				
cousu	adj				
cout	nm				
couteau	nm				
couteau-scie	nm				
coutelas	nm				
coutellerie	nf				
couter	v				
couteusement	adj				
couteux	adj				
coutil	nm				
coutume	nf				
coutumier	adj				
couture	nf				
couturier	nm				
couvée	nf				
couvent	nm				
couventine	nf				
couver	v				
couvercle	nm				
couvert	nm				
couverture	nf				
couveuse	nf				
couvre-	null				
couvre-chaussures	nm				
couvre-chef	nm				
couvre-feu	nm				
couvre-lit	nm				
couvre-nuque	nm				
couvre-objet	nm				
couvre-pied(s)	nm				
couvre-plat	nm				
couvre-sol	nm				
couvreur	nm				
couvrir	v				
cow-boy	nm				
coyote	nm				
C.P.S.	null				
C.P.V.	null				
C.Q.F.D.	null				
Cr	null				
C.R.	null				
crabe	nm				
crac !	null				
crachat	nm				
craché	adj				
crachement	nm				
cracher	v				
crachin	nm				
crachoir	nm				
crachoter	vi				
crack	nm				
craie	nf				
craindre	v				
crainte	nf				
craintif	adj				
craintivement	adj				
cramoisi	adj				
crampe	nf				
crampon	nm				
cramponner (se)	null				
cran	nm				
crane	nm				
cranement	adj				
craner	vi				
craneur	nm				
cranien	adj				
crapaud	nm				
crapaudine	nf				
crapule	nf				
crapuleusement	adj				
crapuleux	adj				
craquage	nm				
craque	nf				
craquelage	nm				
craquelé	adj				
craquèlement	nm				
craqueler	v				
craquelin	nm				
craquelure	nf				
craquement	nm				
craquer	v				
craquètement	nm				
craqueter	vi				
crasse	nf				
crasseux	adj				
cratère	nm				
cravache	nf				
cravacher	v				
cravate	nf				
cravater	v				
crawl	nm				
crayeux	adj				
crayon	nm				
crayon-feutre	nm				
crayonnage	nm				
crayonner	v				
creance	nf				
creancier	nm				
createur	nm				
creatif	adj				
creation	nf				
creativité	nf				
creature	nf				
crecelle	nf				
creche	nf				
credence	nf				
credibilité	nf				
credible	adj				
credit	nm				
credit-bail	nm				
crediter	v				
crediteur	nm				
credo	nm				
credule	adj				
credulement	adj				
credulité	nf				
creer	v				
cremaillère	nf				
cremation	nf				
crematoire	nm				
crematorium	nm				
creme	nf				
creme caramel	nf				
creme Chantilly	nf				
cremerie	nf				
cremeux	adj				
cremone	nf				
creneau	nm				
crenelé	adj				
creneler	v				
crenelure	nf				
creole	nm				
crepage	nm				
crepe	nm				
crepelé	adj				
creper	v				
creperie	nf				
crepi	nm				
crepier	nm				
crepine	nf				
crepinette	nf				
crepir	v				
crepitation	nf				
crepiter	vi				
crepu	adj				
crepusculaire	adj				
crepuscule	nm				
crescendo	nm				
cresson	nm				
cressonnière	nf				
cresus	nm				
crete	nf				
crete-de-coq	nf				
cretin	nm				
cretiniser	v				
cretinisme	nm				
cretois	nm				
cretonne	nf				
creusage	nm				
creuser	v				
creuset	nm				
creux	nm				
crevaison	nf				
crevasse	nf				
crevasser	v				
crevé	adj				
creve-coeur	nm				
creve-la-faim	nm				
crever	v				
crevette	nf				
crevettier	nm				
cri	nm				
criaillement	nm				
criailler	vi				
criaillerie	nf				
criant	adj				
criblage	nm				
crible	nm				
cribler	v				
cric	nm				
cricket	nm				
criee	nf				
crier	v				
crieur	nm				
crime	nm				
criminaliste	nm				
criminalité	nf				
criminel	nm				
criminellement	adj				
criminologie	nf				
criminologiste	nm				
crin	nm				
crinière	nf				
crinoline	nf				
crique	nf				
criquet	nm				
crise	nf				
crispant	adj				
crispation	nf				
crisper	v				
crispin	nm				
crissement	nm				
crisser	vi				
cristal	nm				
cristallerie	nf				
cristallin	nm				
cristallin	adj				
cristallisation	nf				
cristalliser	v				
critère	nm				
critiquable	adj				
critique	nm				
critiquer	v				
croassement	nm				
croasser	vi				
croc	nm				
croc-en-jambe	nm				
croche	nf				
croche-pied	nm				
crochet	nm				
crochetable	adj				
crocheter	v				
crocheteur	nm				
crochu	adj				
crocodile	nm				
crocus	nm				
croire	v				
croisade	nf				
croisé	nm				
croisement	nm				
croiser	v				
croiseur	nm				
croisière	nf				
croisillon	nm				
croissance	nf				
croissant	nm				
croissant	adj				
croitre	vi				
croix	null				
croquant	adj				
croque-	null				
croque au sel (à la)	adj				
croque-madame	nm				
croquembouche	nm				
croque-mitaine	nm				
croque-monsieur	nm				
croque-mort	nm				
croquer	v				
croquette	nf				
croquignole	nf				
croquis	nm				
cross	nm				
crosse	nf				
crotale	nm				
crotte	nf				
crotté	adj				
crottin	nm				
croulant	nm				
crouler	vi				
croup	nm				
croupe	nf				
croupetons (à)	adj				
croupi	adj				
croupier	nm				
croupion	nm				
croupir	vi				
croupissement	nm				
croustade	nf				
croustillant	adj				
croustiller	vi				
croute	nf				
crouton	nm				
croyance	nf				
croyant	nm				
C.R.S.	null				
cru	nm				
cru	adj				
cru	null				
cru	null				
cruauté	nf				
cruche	nf				
cruchon	nm				
crucial	adj				
crucifié	nm				
crucifiement	nm				
crucifier	v				
crucifix	nm				
crucifixion	nf				
cruciforme	adj				
cruciverbiste	nm				
crudité	nf				
crue	nf				
cruel	adj				
cruellement	adj				
crument	adj				
crustacé	nm				
cruzado	nm				
cry(o)-	null				
cryologie	nf				
cryothérapie	nf				
crypte	nf				
crypto-	null				
cte	null				
Cu	null				
cubage	nm				
cubain	nm				
cube	nm				
cubique	adj				
cubisme	nm				
cubiste	nm				
cubital	adj				
cubitus	nm				
cucul	adj				
cueillette	nf				
cueillir	v				
cuillère	nf				
cuillerée	nf				
cuir	nm				
cuirasse	nf				
cuirassé	nm				
cuirassé	adj				
cuirasser	v				
cuire	v				
cuisant	adj				
cuisine	nf				
cuisiner	v				
cuisinette	nf				
cuisinier	nm				
cuisinière	nf				
cuissard	nm				
cuissarde	nf				
cuisse	nf				
cuisseau	nm				
cuisse-de-nymphe	nf				
cuisse-madame	nf				
cuisson	nf				
cuissot	nm				
cuistre	nm				
cuit	adj				
cuivrage	nm				
cuivre	nm				
cuivré	adj				
cuivrer	v				
cul	nm				
cul-	null				
culasse	nf				
culbutage	nm				
culbute	nf				
culbuter	v				
culbuteur	nm				
cul-de-basse-fosse	nm				
cul-de-jatte	nm				
cul-de-lampe	nm				
cul de poule (en)	adj				
cul-de-sac	nm				
culinaire	adj				
culminant	adj				
culminer	vi				
culot	nm				
culotte	nf				
culotté	adj				
culpabiliser	v				
culpabilité	nf				
culte	nm				
-culteur	null				
cultivable	adj				
cultivateur	nm				
cultivé	adj				
cultiver	v				
cultuel	adj				
-culture	null				
culture	nf				
culturel	adj				
culturisme	nm				
culturiste	nm				
cumin	nm				
cumul	nm				
cumulatif	adj				
cumuler	v				
cumulo-nimbus	nm				
cumulo-stratus	nm				
cumulus	nm				
cuneiforme	adj				
cupide	adj				
cupidement	adj				
cupidité	nf				
curable	adj				
curaçao	nm				
curare	nm				
curateur	nm				
curatif	nm				
cure	nf				
cure	nm				
cure-	null				
cure-dents	nm				
curee	nf				
cure-ongles	nm				
cure-oreille	nm				
cure-pipes	nm				
curer	v				
curetage	nm				
cureter	v				
curette	nf				
curie	nm				
curieusement	adj				
curieux	nm				
curiosité	nf				
curiste	nm				
curling	nm				
curriculum vitæ	nm				
curry	null				
curseur	nm				
cursif	nf				
curv(i)-	null				
curviligne	adj				
cutané	adj				
cuticule	nf				
cuti-réaction	nf				
cuve	nf				
cuvee	nf				
cuver	v				
cuvette	nf				
CV	null				
C.V.	null				
cyanose	nf				
cybernéticien	nm				
cybernétique	nf				
cyclable	adj				
cyclamen	nm				
cycle	nm				
cyclique	adj				
cyclisme	nm				
cycliste	nm				
cyclo-	null				
cyclomoteur	nm				
cyclone	nm				
cyclope	nm				
cygne	nm				
cylindre	nm				
cylindrée	nf				
cylindrique	adj				
cymaise	null				
cymbale	nf				
cymbalum	nm				
cynegétique	nf				
cynique	nm				
cyniquement	adj				
cynisme	nm				
cyprès	nm				
cypriote	nm				
cyrillique	adj				
cyto-	null				
cytologie	nf				
cytologique	adj				
cytologiste	nm				
czar	null				
czimbalum	null				
d	null				
D	null				
°	null				
da	null				
d'abord	adj				
d'accord	adj				
dactylo	nm				
dactylographe	nm				
dactylographie	nf				
dactylographier	v				
dactylographique	adj				
dada	nm				
dadais	nm				
dadaïsme	nm				
dadaïste	nm				
dag	null				
dague	nf				
daguerréotype	nm				
dahlia	nm				
daigner	v				
d'ailleurs	adj				
daim	nm				
daine	nf				
dais	nm				
dal	null				
dalaï-lama	nm				
daleau	null				
dallage	nm				
dalle	nf				
daller	v				
dalmatien	nm				
dalot	nm				
daltonien	nm				
daltonisme	nm				
dam	nm				
dam	null				
damas	nm				
damasquinage	nm				
damasquiner	v				
damasser	v				
dame	nf				
dame-d'onze-heures	nf				
dame-jeanne	nf				
damer	v				
damier	nm				
damnation	nf				
damné	nm				
damner	v				
damoiseau	nm				
damoiselle	nf				
dan	nm				
danaïde	nf				
dandinement	nm				
dandiner (se)	null				
dandy	nm				
danger	nm				
dangereusement	adj				
dangereux	adj				
danois	nm				
dans	null				
dansant	adj				
danse	nf				
danser	v				
danseur	nm				
daphné	nm				
d'aprés	null				
darce	null				
dard	nm				
darder	v				
dare-dare	adj				
darne	nf				
darse	nf				
dartre	nf				
darwinien	adj				
datation	nf				
datcha	nf				
date	nf				
dater	v				
dateur	nm				
datif	nm				
datif	adj				
dation	nf				
datte	nf				
dattier	nm				
daube	nf				
dauber	v				
dauphin	nm				
dauphinois	nm				
daurade	nf				
davantage	adj				
dazibao	nm				
dB	null				
D.C.A.	null				
D.D.T.	null				
de	null				
de	nm				
de-	null				
deambulation	nf				
deambuler	vi				
debacle	nf				
deballage	nm				
deballer	v				
debandade	nf				
debarbouillage	nm				
debarbouiller	v				
debarcadère	nm				
debardeur	nm				
debarquement	nm				
debarquer	v				
debarras	nm				
debarrasser	v				
debat	nm				
debattre	v				
debauchage	nm				
debauche	nf				
debauché	nm				
debaucher	v				
debile	nm				
debilement	adj				
debilitant	adj				
debilité	nf				
debiliter	v				
debit	nm				
debiter	v				
debiteur	nm				
deblaiement	nm				
deblais	nm				
deblatérer	v				
deblayage	nm				
deblayer	v				
deblocage	nm				
debloquer	v				
deboires	nm				
deboisement	nm				
deboiser	v				
deboîtement	nm				
deboîter	v				
debonnaire	adj				
debordant	adj				
debordement	nm				
deborder	v				
debosseler	v				
debotté	nm				
debotter	v				
debouché	nm				
deboucher	v				
deboucler	v				
debouler	vi				
deboulonnage	nm				
deboulonner	v				
debours	nm				
debourser	v				
deboussoler	v				
debout	adj				
debouter	v				
deboutonner	v				
debraillé	nm				
debrailler (se)	null				
debranchement	nm				
debrancher	v				
debrayage	nm				
debrayer	v				
debridé	adj				
debridement	nm				
debrider	v				
debris	nm				
debrouillard	nm				
debrouillardise	nf				
debrouiller	v				
debroussaillement	nm				
debroussailler	v				
debusquer	v				
debut	nm				
debutant	nm				
debuter	vi				
deca	nm				
deca	adj				
deca-	null				
decachetage	nm				
decacheter	v				
decade	nf				
decadence	nf				
decadent	nm				
decaféiné	nm				
decaféiner	v				
decagone	nm				
decagramme	nm				
decaissement	nm				
decalage	nm				
decalcification	nf				
decalcifier	v				
decalcomanie	nf				
decaler	v				
decalitre	nm				
decalquage	nm				
